"Fiscal Year Ended","Taxing Jurisdiction","Amount Distributed","Jurisdiction Sort Order"
"2022","Schenectady City School District Consumer Utilities","$2,518,448","106"
"2022","Troy City School District Consumer Utilities","$1,475,649","107"
"2022","Utica City School District Consumer Utilities","$2,048,784","108"
"2022","Watertown City School District Consumer Utilities","$1,172,697","109"
"2022","Watervliet City School District Consumer Utilities","$394,325","110"
"2022","White Plains City School District Consumer Utilities","$4,597,117","111"
"2022","New York City Convention Center Development Corporation Hotel Occupancy","$21,663,975","112"
"2022","City of Lockport Admissions, Club Dues, Food, Drink, Amusements and Utilities Services","$2,359,550","113"
"2022","City of Long Beach Hotel Occupancy and Restaurant Meals","$3,251,585","114"
"2022","City of Niagara Falls Admissions, Club Dues, Food, Drink, Amusements, Hotel Occupancy, Utilities Services","$8,299,626","115"
"2021","New York State Sales and Use Tax","$13,347,477,200","1"
"2021","New York City Sales and Use Tax","$6,620,383,340","2"
"2021","Metropolitan Commuter Transportation District Sales and Use Tax","$889,972,365","3"
"2021","Albany County Sales and Use Tax","$262,424,604","4"
"2021","Allegany County Sales and Use Tax","$23,628,631","5"
"2021","Broome County Sales and Use Tax","$139,684,406","6"
"2021","Cattaraugus County Sales and Use Tax","$40,648,439","7"
"2021","Cayuga County Sales and Use Tax","$38,500,064","8"
"2021","Chautauqua County Sales and Use Tax","$71,542,992","9"
"2021","Chemung County Sales and Use Tax","$59,904,284","10"
"2021","Chenango County Sales and Use Tax","$25,151,626","11"
"2021","Clinton County Sales and Use Tax","$57,234,945","12"
"2021","Columbia County Sales and Use Tax","$45,873,966","13"
"2021","Cortland County Sales and Use Tax","$31,154,799","14"
"2021","Delaware County Sales and Use Tax","$24,621,116","15"
"2021","Dutchess County Sales and Use Tax","$211,389,734","16"
"2021","Erie County Sales and Use Tax","$808,211,676","17"
"2021","Essex County Sales and Use Tax","$32,015,962","18"
"2021","Franklin County Sales and Use Tax","$26,666,676","19"
"2021","Fulton County Sales and Use Tax","$23,601,516","20"
"2021","Genesee County Sales and Use Tax","$41,129,844","21"
"2021","Greene County Sales and Use Tax","$36,828,281","22"
"2021","Hamilton County Sales and Use Tax","$4,217,553","23"
"2021","Herkimer County Sales and Use Tax","$34,935,272","24"
"2021","Jefferson County Sales and Use Tax","$82,213,919","25"
"2021","Lewis County Sales and Use Tax","$13,324,922","26"
"2021","Livingston County Sales and Use Tax","$36,190,204","27"
"2021","Madison County Sales and Use Tax","$32,212,694","28"
"2021","Monroe County Sales and Use Tax","$503,308,238","29"
"2021","Montgomery County Sales and Use Tax","$35,215,839","30"
"2021","Nassau County Sales and Use Tax","$1,177,031,586","31"
"2021","Niagara County Sales and Use Tax","$128,807,835","32"
"2021","Oneida County Sales and Use Tax","$148,431,439","33"
"2021","Onondaga County Sales and Use Tax","$361,759,334","34"
"2021","Ontario County Sales and Use Tax","$85,226,629","35"
"2021","Orange County Sales and Use Tax","$278,571,115","36"
"2021","Orleans County Sales and Use Tax","$19,334,480","37"
"2021","Oswego County Sales and Use Tax","$53,571,726","38"
"2021","Otsego County Sales and Use Tax","$37,270,316","39"
"2021","Putnam County Sales and Use Tax","$66,721,591","40"
"2021","Rensselaer County Sales and Use Tax","$97,095,616","41"
"2021","Rockland County Sales and Use Tax","$224,255,300","42"
"2021","St. Lawrence County Sales and Use Tax","$64,216,928","43"
"2021","Saratoga County Sales and Use Tax","$127,505,744","44"
"2021","Schenectady County Sales and Use Tax","$104,331,198","45"
"2021","Schoharie County Sales and Use Tax","$16,889,924","46"
"2021","Schuyler County Sales and Use Tax","$11,617,570","47"
"2021","Seneca County Sales and Use Tax","$25,381,756","48"
"2021","Steuben County Sales and Use Tax","$57,912,503","49"
"2021","Suffolk County Sales and Use Tax","$1,482,132,005","50"
"2021","Sullivan County Sales and Use Tax","$50,032,022","51"
"2021","Tioga County Sales and Use Tax","$24,243,888","52"
"2021","Tompkins County Sales and Use Tax","$50,308,326","53"
"2021","Ulster County Sales and Use Tax","$127,829,651","54"
"2021","Warren County Sales and Use Tax","$55,003,776","55"
"2021","Washington County Sales and Use Tax","$22,660,294","56"
"2021","Wayne County Sales and Use Tax","$52,533,976","57"
"2021","Westchester County Sales and Use Tax","$676,138,329","58"
"2021","Wyoming County Sales and Use Tax","$19,883,954","59"
"2021","Yates County Sales and Use Tax","$14,763,054","60"
"2021","City of Auburn Sales and Use Tax","$9,413,756","61"
"2021","City of Canandaigua Sales and Use Tax","$127","62"
"2021","City of Corning Sales and Use Tax","$306,349","63"
"2021","City of Fulton Sales and Use Tax","$429","64"
"2021","City of Geneva Sales and Use Tax","$147","65"
"2021","City of Glens Falls Sales and Use Tax","$3,416,319","66"
"2021","City of Gloversville Sales and Use Tax","$4,655,936","67"
"2021","City of Hornell Sales and Use Tax","$413,912","68"
"2021","City of Ithaca Sales and Use Tax","$11,259,751","69"
"2021","City of Johnstown Sales and Use Tax","$6,598,846","70"
"2021","City of Mount Vernon Sales and Use Tax","$20,776,938","71"
"2021","City of New Rochelle Sales and Use Tax","$28,203,340","72"
"2021","City of Norwich Sales and Use Tax","$2,048,158","73"
"2021","City of Olean Sales and Use Tax","$5,140,503","74"
"2021","City of Oneida Sales and Use Tax","$5,709,660","75"
"2021","City of Oswego Sales and Use Tax","$13,671,654","76"
"2021","City of Rome Sales and Use Tax","$8,549,731","77"
"2021","City of Salamanca Sales and Use Tax","$1,659,793","78"
"2021","City of Saratoga Springs Sales and Use Tax","$13,782,532","79"
"2021","City of Sherrill Sales and Use Tax","$260","80"
"2021","City of Utica Sales and Use Tax","$15,495,939","81"
"2021","City of White Plains Sales and Use Tax","$40,542,777","82"
"2021","City of Yonkers Sales and Use Tax","$56,874,432","83"
"2021","City of Yonkers Special Sales and Use Tax","$53,096,567","84"
"2021","City of Newburgh Consumer Utilities","$1,202,756","85"
"2021","City of Port Jervis Consumer Utilities","$362,267","86"
"2021","Albany City School District Consumer Utilities","$4,030,110","87"
"2021","Batavia City School District Consumer Utilities","$644,551","88"
"2021","Cohoes City School District Consumer Utilities","$535,464","89"
"2021","Glen Cove City School District Consumer Utilities","$1,277,741","90"
"2021","Gloversville City School District Consumer Utilities","$598,438","91"
"2021","Hornell City School District Consumer Utilities","$289,429","92"
"2021","Hudson City School District Consumer Utilities","$627,392","93"
"2021","Johnstown City School District Consumer Utilities","$483,243","94"
"2021","Lackawanna City School District Consumer Utilities","$466,763","95"
"2021","Long Beach City School District Consumer Utilities","$1,619,382","96"
"2021","Middletown City School District Consumer Utilities","$2,147,447","97"
"2021","Mt. Vernon City School District Consumer Utilities","$2,832,388","98"
"2021","New Rochelle City School District Consumer Utilities","$3,430,682","99"
"2021","Newburgh City School District Consumer Utilities","$2,703,613","100"
"2021","Niagara Falls City School District Consumer Utilities","$1,814,276","101"
"2021","Ogdensburg City School District Consumer Utilities","$364,309","102"
"2021","Peekskill City School District Consumer Utilities","$930,662","103"
"2021","Pougkeepsie City School District Consumer Utilities","$1,705,874","104"
"2021","Rensselaer City School District Consumer Utilities","$416,010","105"
"2021","Rye City School District Consumer Utilities","$786,953","106"
"2021","Schenectady City School District Consumer Utilities","$2,156,511","107"
"2021","Troy City School District Consumer Utilities","$1,285,931","108"
"2021","Utica City School District Consumer Utilities","$1,742,461","109"
"2021","Watertown City School District Consumer Utilities","$1,143,540","110"
"2021","Watervliet City School District Consumer Utilities","$333,555","111"
"2021","White Plains City School District Consumer Utilities","$3,886,149","112"
"2021","New York City Convention Center Development Corporation Hotel Occupancy","$26,767,852","113"
"2021","City of Lockport Admissions, Club Dues, Food, Drink, Amusements and Utilities Services","$1,939,155","114"
"2021","City of Long Beach Hotel Occupancy and Restaurant Meals","$2,308,541","115"
"2021","City of Niagara Falls Admissions, Club Dues, Food, Drink, Amusements, Hotel Occupancy, Utilities Services","$5,757,039","116"
"2020","New York State Sales and Use Tax","$15,073,717,366","1"
"2020","New York City Sales and Use Tax","$8,344,340,629","2"
"2020","Metropolitan Commuter Transportation District Sales and Use Tax","$1,058,531,050","3"
"2020","Albany County Sales and Use Tax","$288,115,767","4"
"2020","Allegany County Sales and Use Tax","$22,564,636","5"
"2020","Broome County Sales and Use Tax","$143,445,520","6"
"2020","Cattaraugus County Sales and Use Tax","$40,650,597","7"
"2020","Cayuga County Sales and Use Tax","$38,458,949","8"
"2020","Chautauqua County Sales and Use Tax","$71,619,758","9"
"2020","Chemung County Sales and Use Tax","$63,223,017","10"
"2020","Chenango County Sales and Use Tax","$24,952,209","11"
"2020","Clinton County Sales and Use Tax","$60,479,199","12"
"2020","Columbia County Sales and Use Tax","$45,393,059","13"
"2020","Cortland County Sales and Use Tax","$31,451,008","14"
"2020","Delaware County Sales and Use Tax","$22,545,987","15"
"2020","Dutchess County Sales and Use Tax","$220,102,123","16"
"2020","Erie County Sales and Use Tax","$836,394,566","17"
"2020","Essex County Sales and Use Tax","$32,117,401","18"
"2020","Franklin County Sales and Use Tax","$25,340,804","19"
"2020","Fulton County Sales and Use Tax","$22,626,804","20"
"2020","Genesee County Sales and Use Tax","$42,780,502","21"
"2020","Greene County Sales and Use Tax","$35,065,007","22"
"2020","Hamilton County Sales and Use Tax","$4,356,230","23"
"2020","Herkimer County Sales and Use Tax","$34,382,256","24"
"2020","Jefferson County Sales and Use Tax","$80,617,718","25"
"2020","Lewis County Sales and Use Tax","$13,129,528","26"
"2020","Livingston County Sales and Use Tax","$35,850,617","27"
"2020","Madison County Sales and Use Tax","$30,872,086","28"
"2020","Monroe County Sales and Use Tax","$531,285,254","29"
"2020","Montgomery County Sales and Use Tax","$33,244,786","30"
"2020","Nassau County Sales and Use Tax","$1,259,962,447","31"
"2020","Niagara County Sales and Use Tax","$131,368,554","32"
"2020","Oneida County Sales and Use Tax","$150,884,277","33"
"2020","Onondaga County Sales and Use Tax","$373,779,992","34"
"2020","Ontario County Sales and Use Tax","$89,812,399","35"
"2020","Orange County Sales and Use Tax","$303,205,237","36"
"2020","Orleans County Sales and Use Tax","$17,866,968","37"
"2020","Oswego County Sales and Use Tax","$48,165,864","38"
"2020","Otsego County Sales and Use Tax","$40,773,768","39"
"2020","Putnam County Sales and Use Tax","$67,269,965","40"
"2020","Rensselaer County Sales and Use Tax","$95,550,571","41"
"2020","Rockland County Sales and Use Tax","$236,498,544","42"
"2020","St. Lawrence County Sales and Use Tax","$62,914,230","43"
"2020","Saratoga County Sales and Use Tax","$131,136,996","44"
"2020","Schenectady County Sales and Use Tax","$105,310,560","45"
"2020","Schoharie County Sales and Use Tax","$16,284,302","46"
"2020","Schuyler County Sales and Use Tax","$12,157,577","47"
"2020","Seneca County Sales and Use Tax","$28,086,159","48"
"2020","Steuben County Sales and Use Tax","$60,170,344","49"
"2020","Suffolk County Sales and Use Tax","$1,530,406,740","50"
"2020","Sullivan County Sales and Use Tax","$48,069,082","51"
"2020","Tioga County Sales and Use Tax","$25,219,749","52"
"2020","Tompkins County Sales and Use Tax","$57,490,186","53"
"2020","Ulster County Sales and Use Tax","$129,081,133","54"
"2020","Warren County Sales and Use Tax","$56,634,121","55"
"2020","Washington County Sales and Use Tax","$21,949,732","56"
"2020","Wayne County Sales and Use Tax","$48,630,921","57"
"2020","Westchester County Sales and Use Tax","$649,251,752","58"
"2020","Wyoming County Sales and Use Tax","$19,334,968","59"
"2020","Yates County Sales and Use Tax","$13,916,823","60"
"2020","City of Auburn Sales and Use Tax","$9,825,652","61"
"2020","City of Canandaigua Sales and Use Tax","$55","62"
"2020","City of Corning Sales and Use Tax","$160,024","63"
"2020","City of Fulton Sales and Use Tax","$816","64"
"2020","City of Geneva Sales and Use Tax","$2,869","65"
"2020","City of Glens Falls Sales and Use Tax","$3,558,635","66"
"2020","City of Gloversville Sales and Use Tax","$3,952,507","67"
"2020","City of Hornell Sales and Use Tax","$3,108","68"
"2020","City of Ithaca Sales and Use Tax","$12,503,916","69"
"2020","City of Johnstown Sales and Use Tax","$4,204,170","70"
"2020","City of Mount Vernon Sales and Use Tax","$22,606,606","71"
"2020","City of New Rochelle Sales and Use Tax","$31,463,991","72"
"2020","City of Norwich Sales and Use Tax","$1,844,812","73"
"2020","City of Olean Sales and Use Tax","$4,400,768","74"
"2020","City of Oneida Sales and Use Tax","$4,870,151","75"
"2020","City of Oswego Sales and Use Tax","$14,644,088","76"
"2020","City of Rome Sales and Use Tax","$8,126,701","77"
"2020","City of Salamanca Sales and Use Tax","$686,702","78"
"2020","City of Saratoga Springs Sales and Use Tax","$13,511,323","79"
"2020","City of Sherrill Sales and Use Tax","$539","80"
"2020","City of Utica Sales and Use Tax","$11,355,767","81"
"2020","City of White Plains Sales and Use Tax","$53,249,549","82"
"2020","City of Yonkers Sales and Use Tax","$66,265,710","83"
"2020","City of Yonkers Special Sales and Use Tax","$33,220,791","84"
"2020","City of Newburgh Consumer Utilities","$1,115,862","85"
"2020","City of Port Jervis Consumer Utilities","$358,861","86"
"2020","Albany City School District Consumer Utilities","$4,129,193","87"
"2020","Batavia City School District Consumer Utilities","$669,697","88"
"2020","Cohoes City School District Consumer Utilities","$547,927","89"
"2020","Glen Cove City School District Consumer Utilities","$1,490,543","90"
"2020","Gloversville City School District Consumer Utilities","$557,260","91"
"2020","Hornell City School District Consumer Utilities","$296,215","92"
"2020","Hudson City School District Consumer Utilities","$607,739","93"
"2020","Johnstown City School District Consumer Utilities","$449,404","94"
"2020","Lackawanna City School District Consumer Utilities","$533,173","95"
"2020","Long Beach City School District Consumer Utilities","$1,654,398","96"
"2020","Middletown City School District Consumer Utilities","$1,998,668","97"
